Math_Score,Science_Score,Biology_Score,Computer_Score,English_Score,Interest_Technology,Interest_Medicine,Interest_Business,Interest_Arts,Interest_Research,Logical_Thinking,Creativity,Communication_Skills,Problem_Solving,Risk_Taking,Leadership,Family_Preference,Financial_Stability_Required,Recommended_Career
94,62,51,93,47,1,0,2,5,7,8,9,10,9,8,10,0,9,General Studies
87,54,65,54,88,5,5,8,5,1,4,5,7,7,2,6,1,2,General Studies
57,66,48,55,86,2,1,10,10,7,4,6,0,8,6,0,0,5,General Studies
46,50,49,54,95,5,3,7,1,7,6,1,4,6,7,10,0,7,General Studies
49,96,71,96,40,4,5,2,6,1,6,10,5,6,5,10,1,3,General Studies
46,90,96,73,51,1,4,10,8,7,0,5,9,5,2,1,1,7,General Studies
72,89,73,50,44,4,10,1,5,2,4,2,10,1,0,1,0,6,Doctor
62,56,87,40,63,4,5,4,10,6,7,8,1,9,2,0,0,10,Graphic Designer
60,90,59,54,45,8,2,0,7,8,6,3,5,10,10,8,1,10,General Studies
58,92,78,65,64,10,4,3,4,3,10,2,8,9,5,5,0,3,General Studies
87,53,99,90,40,7,1,7,1,10,1,10,3,8,10,2,1,2,General Studies
58,66,41,43,64,6,6,0,3,5,7,2,2,4,3,5,1,4,General Studies
75,57,40,82,40,2,2,4,0,8,1,1,8,5,0,6,1,4,General Studies
68,67,90,44,71,9,0,3,0,10,9,8,1,0,5,2,0,6,Research Scientist
99,90,99,74,81,3,7,5,5,10,0,7,8,4,0,3,0,10,General Studies
57,86,75,52,81,5,7,6,1,4,10,4,10,5,7,9,0,0,General Studies
41,86,63,49,42,2,2,8,5,0,10,8,9,9,2,0,1,8,General Studies
40,43,93,50,88,10,6,0,0,2,10,1,10,10,2,5,0,1,General Studies
86,46,66,57,58,8,8,10,10,10,2,5,10,1,0,5,0,8,General Studies
44,84,41,73,99,7,7,9,9,8,2,6,1,6,2,8,1,8,Business Manager
59,74,70,78,82,5,2,3,2,2,5,5,10,3,6,1,0,2,General Studies
50,87,96,80,68,3,1,5,8,10,2,2,9,4,9,4,0,6,General Studies
81,48,53,81,89,6,9,9,1,10,6,9,2,2,7,4,1,2,General Studies
41,47,41,89,41,10,6,6,7,9,7,9,6,4,10,6,1,7,Software Engineer
42,91,68,62,48,2,6,6,5,1,2,9,1,3,7,4,1,7,General Studies
62,84,54,46,95,9,8,7,5,3,8,8,0,9,2,9,0,2,General Studies
94,56,51,98,56,7,4,9,6,4,0,7,8,5,4,3,0,4,General Studies
51,56,76,78,99,0,3,7,4,6,2,7,5,1,0,9,0,6,General Studies
59,88,67,42,85,2,7,7,10,6,2,7,8,2,8,1,1,0,General Studies
44,72,59,51,75,10,3,7,3,8,6,8,2,9,7,7,0,2,General Studies
76,71,78,46,56,4,3,7,5,7,10,0,2,0,9,4,0,0,General Studies
77,47,63,88,88,4,1,5,7,1,10,7,9,6,1,3,0,1,General Studies
69,58,60,65,51,9,0,8,3,7,4,1,2,8,9,8,1,6,Business Manager
48,77,49,72,99,1,3,2,4,7,3,3,1,1,0,1,0,6,General Studies
73,42,85,76,59,9,6,5,6,4,1,0,10,6,3,2,1,2,Software Engineer
92,98,53,87,89,7,8,4,5,2,6,5,5,2,8,7,0,5,General Studies
83,44,76,54,42,4,8,7,3,8,2,9,2,4,7,10,1,5,Doctor
74,52,57,41,82,6,9,3,3,6,6,0,4,5,2,3,1,1,General Studies
91,86,63,80,96,6,0,3,9,0,9,4,10,7,9,8,0,8,General Studies
97,85,53,46,89,4,4,9,3,7,6,8,4,3,5,9,0,7,Business Manager
61,70,73,71,43,7,6,10,0,9,10,0,9,1,8,9,1,1,Business Manager
83,94,97,43,56,8,6,9,4,4,1,8,2,2,9,9,1,3,Business Manager
63,55,51,59,89,3,9,4,7,5,6,3,2,7,7,9,0,8,General Studies
56,89,61,89,76,3,5,10,6,8,5,2,0,6,9,8,1,3,Business Manager
49,71,95,92,85,7,10,5,4,9,9,7,5,5,4,9,1,6,Doctor
69,61,45,75,81,0,9,10,2,7,3,5,2,4,8,8,1,4,Business Manager
95,68,75,71,54,3,3,3,10,10,10,6,0,10,8,0,0,9,Research Scientist
98,61,84,67,72,5,2,1,0,2,4,8,9,4,2,5,1,5,General Studies
85,82,75,52,55,3,8,1,6,4,7,4,8,0,7,9,0,0,Doctor
62,42,61,40,50,5,9,2,10,3,4,1,10,5,3,5,0,3,General Studies
71,93,53,99,94,4,3,1,2,0,2,2,0,8,9,7,0,4,General Studies
56,49,55,95,59,8,7,0,3,4,1,2,4,7,6,6,1,5,Software Engineer
89,81,75,74,77,9,0,7,4,9,5,3,4,9,9,6,1,5,Software Engineer
90,60,95,87,63,8,6,4,7,6,5,9,1,0,7,1,1,4,Software Engineer
56,55,64,69,93,3,5,9,6,0,6,6,0,10,6,10,0,2,Business Manager
53,51,71,93,55,3,0,0,8,3,7,9,5,5,4,3,0,10,Graphic Designer
48,41,72,75,69,7,3,8,10,5,3,5,6,2,10,0,0,1,General Studies
79,80,84,96,73,9,4,7,2,10,7,2,10,5,0,10,0,6,Software Engineer
41,63,75,94,40,3,10,3,10,8,0,6,10,8,7,10,0,0,Doctor
84,74,59,64,63,1,7,7,9,10,5,3,8,5,4,6,0,4,General Studies
64,95,57,55,63,1,3,9,0,7,5,9,7,7,2,3,0,3,General Studies
78,69,77,97,48,0,2,6,0,1,2,10,9,5,1,8,0,6,General Studies
48,96,42,58,61,4,1,10,9,10,8,10,2,5,2,5,1,1,Graphic Designer
93,69,62,40,51,5,3,10,0,2,4,7,8,6,8,5,1,10,General Studies
61,86,71,44,56,8,10,6,1,9,0,6,0,10,1,8,1,7,Doctor
82,74,84,90,64,4,9,0,1,4,6,6,5,9,9,7,1,8,Doctor
85,58,98,61,67,5,3,5,6,10,9,8,9,10,0,5,0,9,Research Scientist
43,89,55,63,54,5,9,3,8,6,2,7,1,3,1,5,1,0,General Studies
65,47,98,82,69,2,4,9,7,2,9,0,9,7,1,5,0,4,General Studies
97,65,44,84,90,3,6,9,3,6,9,6,8,3,10,3,1,3,General Studies
68,88,43,91,66,0,8,9,1,4,10,2,8,6,4,4,0,4,General Studies
84,79,60,76,61,3,1,10,2,9,3,3,7,0,0,2,1,8,General Studies
73,46,79,92,49,0,4,1,9,5,5,5,10,8,9,8,1,2,General Studies
62,69,90,75,97,4,10,9,4,5,7,4,6,9,7,10,1,0,Doctor
76,46,53,75,70,10,9,6,8,10,3,7,5,8,1,1,0,10,Software Engineer
50,42,78,43,66,10,8,8,7,10,8,1,1,6,5,10,1,2,Doctor
45,40,70,75,51,7,2,4,2,3,7,4,3,7,4,6,1,3,General Studies
57,75,53,91,85,7,0,7,8,7,9,4,9,1,1,0,1,1,General Studies
60,64,45,92,70,4,1,4,9,8,9,2,6,9,9,9,1,0,Research Scientist
81,76,51,57,71,9,5,6,2,1,5,9,5,9,0,6,1,0,General Studies
75,40,55,89,71,1,4,6,9,8,6,4,8,6,5,1,0,7,General Studies
80,54,56,55,80,5,0,8,7,10,7,3,4,0,5,4,0,3,General Studies
77,76,84,80,98,0,0,2,0,3,1,10,5,2,2,0,1,1,General Studies
73,52,62,57,84,6,10,0,3,5,4,4,9,5,7,4,0,9,General Studies
56,79,53,61,74,10,3,1,3,6,6,9,5,4,8,10,1,2,General Studies
76,47,46,41,92,3,3,5,5,3,7,8,7,4,2,3,1,7,General Studies
64,44,85,60,85,4,5,9,1,7,4,6,7,8,8,0,1,5,General Studies
77,99,71,75,60,5,5,9,6,9,2,0,5,5,7,0,1,7,General Studies
97,48,54,83,49,10,9,8,4,7,5,2,7,2,4,6,0,9,Software Engineer
51,40,83,78,55,0,5,2,9,0,4,8,6,1,5,2,1,4,Graphic Designer
62,75,56,86,46,8,0,9,5,7,7,3,0,8,0,9,1,2,Software Engineer
92,74,80,78,43,9,9,1,10,9,8,3,4,9,4,8,0,5,Doctor
81,41,93,68,66,3,8,10,5,2,8,9,10,3,9,8,1,9,Doctor
61,79,86,93,91,7,10,0,10,4,5,5,9,10,9,9,1,7,Doctor
60,62,83,65,94,4,6,1,5,9,3,2,9,4,6,10,0,4,General Studies
66,48,73,60,64,10,6,2,9,7,3,2,9,8,0,8,0,4,General Studies
96,73,44,56,70,7,10,6,7,10,8,8,4,4,9,0,1,2,Research Scientist
70,85,84,55,50,0,6,1,9,5,3,4,9,6,8,3,1,2,General Studies
45,53,66,99,87,7,1,4,3,3,7,6,8,1,6,0,1,7,General Studies
66,43,91,70,59,10,1,1,9,3,8,4,6,1,3,0,0,10,General Studies
79,69,62,90,75,10,5,6,7,3,4,5,6,3,10,8,1,0,Software Engineer
73,70,79,48,93,3,6,9,8,5,5,7,9,7,3,4,1,3,General Studies
51,77,98,70,93,1,2,7,3,6,2,7,1,1,10,0,1,8,General Studies
84,50,53,53,94,10,3,7,0,4,4,1,7,9,9,10,1,5,General Studies
96,74,54,88,56,5,2,7,2,9,4,10,2,6,6,2,0,5,General Studies
92,47,82,76,84,1,6,9,0,7,1,8,8,0,5,6,0,9,General Studies
46,42,72,41,50,4,6,8,6,6,9,9,5,8,2,1,1,10,General Studies
49,53,92,91,69,1,3,0,0,7,5,5,8,9,8,3,0,10,General Studies
84,99,70,87,74,2,6,0,10,3,8,6,8,5,5,1,1,6,General Studies
56,52,74,85,80,10,4,9,3,7,10,2,6,10,10,8,0,10,Software Engineer
65,84,56,53,77,5,0,1,0,5,6,3,9,0,1,8,0,6,General Studies
60,71,67,98,61,0,9,10,1,2,7,5,7,9,9,6,0,5,General Studies
67,73,58,72,92,5,3,5,10,7,1,6,1,5,1,6,1,8,General Studies
97,84,85,74,82,2,6,0,0,6,10,5,4,4,0,1,1,7,General Studies
85,58,93,97,87,6,1,4,4,9,8,4,2,4,10,9,0,7,Research Scientist
41,98,62,78,90,1,1,4,6,4,2,1,0,4,4,7,1,1,General Studies
99,77,71,97,66,5,0,3,2,10,9,6,5,3,9,0,0,6,Research Scientist
93,55,79,86,76,7,1,10,7,3,4,4,8,6,5,7,1,0,Business Manager
82,41,52,90,85,0,9,4,4,0,6,8,1,8,2,4,0,9,General Studies
40,79,98,59,88,10,7,0,4,9,3,10,8,3,3,3,0,7,General Studies
90,56,59,41,74,10,10,10,4,2,6,3,7,1,4,9,1,2,Business Manager
92,94,74,90,43,8,7,10,7,1,7,9,10,1,3,1,1,10,Software Engineer
75,73,44,80,55,4,7,5,1,7,9,1,8,1,8,2,0,8,General Studies
90,81,48,58,55,4,0,6,1,7,9,6,4,6,2,9,1,4,General Studies
65,99,68,98,60,4,0,7,7,4,3,6,1,3,4,1,0,6,General Studies
68,55,45,76,65,5,9,1,8,4,4,0,9,3,6,10,0,6,General Studies
60,77,64,57,96,1,3,6,10,10,10,10,9,0,6,3,1,8,Graphic Designer
50,99,70,55,75,5,5,5,9,3,2,4,5,3,5,2,1,1,General Studies
79,41,61,43,58,10,7,8,9,0,4,2,6,5,8,4,1,3,General Studies
50,41,41,51,97,3,1,7,1,0,7,8,2,1,6,6,1,7,General Studies
75,65,84,68,56,7,2,10,3,5,2,8,5,3,10,8,0,4,Business Manager
88,52,44,46,84,10,5,3,7,3,4,6,5,10,3,4,0,10,General Studies
98,95,99,53,65,8,9,8,1,3,9,8,7,6,10,7,0,4,Doctor
78,86,66,94,61,8,3,0,3,2,0,1,0,8,9,1,1,2,Software Engineer
79,70,64,51,94,7,1,10,9,8,1,10,3,1,8,5,1,4,Graphic Designer
74,99,47,74,97,2,6,5,0,2,2,9,0,7,5,7,0,6,General Studies
93,73,94,44,95,9,3,7,1,7,0,7,7,5,0,8,1,3,General Studies
73,78,40,56,67,10,7,10,6,1,10,9,1,7,8,10,1,7,Business Manager
94,42,59,97,40,10,7,10,0,3,10,9,7,1,10,3,1,10,Software Engineer
86,47,83,81,83,3,6,3,0,0,8,9,2,10,6,3,0,5,General Studies
63,62,62,71,75,0,9,1,1,10,8,0,7,0,5,6,0,5,Research Scientist
93,53,71,49,82,8,8,10,3,4,4,2,5,6,5,3,1,5,Doctor
61,95,50,82,76,4,3,1,6,1,3,7,0,8,3,4,0,3,General Studies
44,94,78,56,41,5,6,9,3,10,4,10,6,8,3,1,0,2,General Studies
95,66,86,44,56,2,9,0,4,0,3,7,6,1,10,1,0,9,Doctor
72,93,93,84,79,10,9,4,3,0,4,9,5,3,2,10,0,5,Doctor
97,68,63,81,77,9,0,5,3,1,6,7,0,0,7,9,0,5,Software Engineer
75,78,50,48,60,7,3,3,8,4,10,10,4,10,7,4,1,1,Graphic Designer
86,92,68,88,48,6,1,3,5,8,7,10,0,6,1,9,0,9,General Studies
59,78,93,72,52,0,8,4,2,5,1,6,0,1,4,9,1,8,Doctor
58,40,65,75,50,9,4,4,5,3,3,1,5,3,8,1,1,3,Software Engineer
74,56,55,75,55,4,2,8,6,2,7,2,7,1,8,5,0,3,General Studies
91,80,74,57,55,9,3,7,6,7,6,8,0,0,6,5,0,9,General Studies
82,69,59,48,98,8,5,8,7,2,8,1,1,6,3,7,0,10,Business Manager
56,92,85,96,41,10,9,2,3,0,4,6,4,5,3,0,0,7,Doctor
98,52,42,68,81,5,0,2,0,3,5,0,7,1,9,6,1,2,General Studies
84,60,40,89,83,7,6,0,5,10,10,2,10,3,10,6,1,9,Research Scientist
82,58,97,53,47,9,7,9,7,4,7,0,3,10,6,8,1,6,Business Manager
73,92,92,64,82,0,6,5,4,4,10,5,4,2,2,3,0,6,General Studies
48,58,86,54,81,9,6,3,2,4,4,3,9,2,2,6,1,1,General Studies
65,96,40,45,52,10,8,10,3,7,8,0,4,2,4,5,1,2,General Studies
41,64,56,95,96,6,3,7,7,7,3,4,2,10,10,3,0,3,General Studies
92,61,41,81,56,2,6,1,5,3,7,3,5,3,5,9,0,1,General Studies
48,70,68,68,78,8,8,10,4,8,2,10,4,0,7,7,0,8,Business Manager
48,56,59,54,63,5,4,1,8,0,4,9,1,0,0,2,1,9,Graphic Designer
79,94,45,68,42,4,1,6,9,4,7,10,9,6,6,7,0,10,Graphic Designer
56,62,47,43,69,7,4,4,2,4,9,9,3,4,7,4,1,5,General Studies
40,71,68,57,91,7,3,0,6,4,6,1,10,2,4,3,0,0,General Studies
64,49,87,89,52,2,7,6,8,7,0,6,3,8,9,2,1,0,General Studies
82,49,90,96,58,1,4,6,10,8,3,7,6,4,1,9,1,7,General Studies
79,75,72,88,46,1,8,9,10,2,1,3,6,9,3,6,0,10,Doctor
81,47,42,83,48,4,8,5,3,8,1,8,8,2,5,6,1,5,General Studies
64,93,99,78,58,9,2,3,9,10,6,2,9,8,8,5,0,9,Software Engineer
78,91,74,55,84,6,9,7,9,7,2,5,1,0,1,2,0,6,Doctor
74,59,44,50,93,7,5,10,2,2,2,10,5,8,3,8,0,5,Business Manager
42,71,66,53,79,9,5,1,0,1,5,6,1,4,9,10,1,1,General Studies
89,89,83,42,61,7,3,1,8,3,5,6,8,5,4,1,1,2,General Studies
76,53,51,90,57,7,10,1,0,1,0,5,1,1,7,2,1,7,General Studies
83,89,59,89,62,9,9,2,1,3,0,8,5,7,7,0,0,3,Software Engineer
83,67,84,81,41,10,2,5,8,4,10,0,7,2,1,6,1,7,Software Engineer
90,85,59,77,89,2,0,0,4,1,5,8,5,0,5,1,1,2,General Studies
69,91,48,84,89,10,6,10,3,7,6,8,2,6,5,9,0,1,Software Engineer
77,92,78,81,50,1,4,1,8,0,8,3,4,2,4,7,0,6,General Studies
73,63,43,57,70,3,9,9,8,2,3,4,3,3,7,8,0,0,Business Manager
51,54,90,97,72,0,6,1,1,6,9,2,0,4,9,10,0,10,General Studies
58,61,93,59,53,2,0,0,2,9,5,6,4,0,1,1,0,2,General Studies
76,69,58,97,55,10,7,2,2,0,2,1,9,10,1,5,0,1,Software Engineer
83,43,77,87,50,8,2,9,4,10,10,7,4,10,6,10,0,4,Software Engineer
98,52,66,64,72,6,6,6,2,1,3,8,6,8,8,0,1,1,General Studies
98,98,84,96,46,6,2,0,9,2,8,5,6,6,2,7,0,9,General Studies
88,62,82,77,70,0,2,6,5,1,0,8,1,1,6,4,0,4,General Studies
56,47,52,52,87,6,9,4,1,1,4,5,3,0,2,8,0,2,General Studies
49,57,52,43,85,9,8,8,5,10,10,2,0,10,5,2,0,8,Research Scientist
96,51,99,94,86,6,1,1,5,5,6,9,4,1,2,1,0,9,General Studies
94,94,96,53,53,3,3,0,1,6,2,2,4,2,0,6,1,8,General Studies
88,70,61,72,67,6,5,8,5,5,1,1,3,2,5,10,0,7,Business Manager
86,53,67,67,92,7,2,7,5,10,10,4,9,7,10,6,1,4,Research Scientist
51,73,91,91,82,2,9,9,5,5,1,3,6,4,2,9,1,9,Doctor
55,57,86,76,55,9,9,5,4,8,0,5,5,8,0,4,0,10,Doctor
63,95,92,47,58,1,6,4,6,7,4,4,9,2,4,6,0,6,General Studies
58,73,84,83,56,6,6,7,4,7,2,5,2,5,7,5,0,1,General Studies
47,50,61,73,98,4,4,7,10,5,10,3,1,3,7,8,1,2,General Studies
70,80,82,83,65,4,2,4,0,4,6,2,3,7,7,2,0,10,General Studies
60,51,58,44,45,4,1,6,8,8,0,0,8,0,2,3,1,1,General Studies
56,88,47,93,82,6,3,0,2,1,8,4,9,3,7,8,1,9,General Studies
62,54,91,44,88,8,3,3,1,6,1,5,4,6,3,9,0,10,General Studies
76,96,47,70,48,10,10,1,9,5,7,4,0,8,7,7,0,0,General Studies
93,70,81,84,89,7,7,9,5,6,9,4,10,0,2,9,1,2,Business Manager
55,88,65,48,56,5,7,2,7,3,3,5,2,7,2,5,1,3,General Studies
45,97,87,81,70,6,4,0,1,8,5,3,8,1,0,2,0,8,General Studies
47,68,90,71,51,8,5,10,3,6,8,3,6,3,7,8,0,1,Software Engineer
64,65,65,72,62,10,7,10,1,1,6,10,2,3,7,8,1,8,Software Engineer
57,57,62,42,93,5,0,1,8,3,7,7,0,7,8,10,1,0,General Studies
64,71,82,69,93,0,4,0,9,4,6,10,3,10,5,5,0,8,Graphic Designer
51,61,52,89,44,3,3,7,1,1,1,7,8,1,1,1,1,5,General Studies
54,77,67,51,82,7,3,3,9,9,8,2,6,6,0,6,0,7,Research Scientist
98,56,48,68,75,6,10,2,1,7,0,6,4,2,7,8,0,2,General Studies
65,62,59,42,98,2,1,0,4,0,1,4,10,8,9,8,0,7,General Studies
80,63,95,65,75,9,9,1,4,2,2,4,5,4,3,2,1,10,Doctor
84,89,58,96,42,2,0,2,6,0,2,2,0,7,10,1,1,8,General Studies
65,47,87,69,97,10,5,2,0,4,9,1,6,4,10,4,1,6,General Studies
86,80,78,48,63,2,6,5,1,7,3,2,4,0,6,10,0,3,General Studies
71,45,90,65,94,0,4,9,10,6,4,6,6,8,9,9,0,5,Business Manager
49,44,51,41,96,9,7,7,10,8,5,2,4,9,3,6,0,5,General Studies
55,83,54,42,56,0,8,5,5,1,0,10,4,10,0,2,1,1,General Studies
46,96,70,85,78,5,10,1,1,7,7,1,2,6,7,3,0,1,General Studies
56,68,94,43,65,0,10,1,3,7,5,3,4,3,9,9,0,10,Doctor
62,67,53,64,43,4,1,6,9,5,9,4,7,6,8,1,0,4,General Studies
65,50,50,90,94,3,10,0,5,2,8,6,7,4,9,10,1,0,General Studies
60,96,65,52,84,4,3,0,6,1,4,0,1,9,8,9,1,4,General Studies
61,40,81,78,51,6,10,6,9,7,6,7,10,8,8,1,1,9,Doctor
97,82,66,83,40,5,8,8,4,5,10,9,0,1,10,6,1,2,General Studies
46,58,50,74,60,8,4,4,7,3,3,2,1,3,10,1,1,2,Software Engineer
53,48,77,94,58,5,2,10,5,4,5,10,10,5,3,0,1,7,General Studies
54,66,73,62,60,8,5,0,4,4,5,5,6,10,8,3,1,10,General Studies
92,73,82,48,91,3,2,4,3,8,3,3,2,4,10,5,0,2,General Studies
46,83,58,41,57,0,4,10,5,8,5,4,7,0,3,9,0,2,Business Manager
48,43,45,93,82,0,2,0,5,7,7,9,3,8,1,9,0,0,General Studies
90,75,85,80,91,9,5,9,5,7,10,5,9,8,9,3,0,7,Software Engineer
87,57,91,83,42,6,9,8,0,1,4,1,9,2,2,0,1,9,Doctor
47,54,77,70,88,2,4,3,5,2,1,2,7,3,1,0,1,9,General Studies
89,90,88,83,83,1,8,8,0,7,8,7,1,3,0,8,0,5,Doctor
98,52,81,86,71,5,2,1,4,4,10,7,4,9,10,0,0,10,General Studies
62,58,67,41,49,5,5,6,6,6,3,0,5,7,5,6,1,7,General Studies
68,88,40,71,79,6,7,1,0,7,3,9,0,5,3,10,1,2,General Studies
57,45,74,57,54,4,6,3,0,5,10,7,0,1,6,6,1,10,General Studies
70,87,79,52,44,7,5,5,5,4,6,10,8,3,6,0,0,5,General Studies
69,95,47,85,43,6,1,1,6,7,9,1,4,0,9,0,1,1,General Studies
91,51,98,44,97,1,6,1,5,0,9,9,3,2,0,5,0,2,General Studies
78,90,91,97,67,0,7,1,4,0,5,9,0,3,8,7,1,3,General Studies
74,76,93,81,92,8,0,2,5,0,3,7,2,7,7,6,1,8,Software Engineer
57,56,86,83,91,4,8,4,2,2,5,9,3,2,9,5,0,3,Doctor
98,97,95,49,90,10,3,8,8,9,2,4,10,4,0,9,1,6,Business Manager
81,62,46,95,92,4,7,5,4,5,6,0,10,0,7,2,0,7,General Studies
78,65,50,82,43,9,9,8,1,5,5,7,4,3,4,10,1,4,Software Engineer
56,68,78,64,54,3,6,9,9,4,2,4,9,1,0,6,1,1,General Studies
53,72,43,73,56,1,9,4,9,6,0,0,4,3,3,5,0,10,General Studies
70,99,64,76,83,4,6,10,6,4,9,3,9,4,6,7,1,7,Business Manager
63,66,51,69,42,1,1,5,2,1,4,0,7,2,4,3,1,4,General Studies
74,64,65,46,49,6,0,9,0,3,9,8,2,5,10,8,1,4,Business Manager
83,95,77,45,86,10,3,7,2,0,1,9,6,1,2,0,1,6,General Studies
99,94,85,93,81,8,1,2,8,6,6,1,5,4,10,6,1,5,Software Engineer
84,49,51,94,95,8,7,1,4,3,6,7,9,3,3,8,1,2,Software Engineer
73,86,82,42,62,10,9,2,6,3,3,3,10,4,1,9,1,6,Doctor
42,62,90,52,57,5,6,8,2,3,5,8,9,8,7,0,1,0,General Studies
76,60,92,42,40,0,7,5,3,2,0,1,9,5,1,9,1,3,General Studies
82,60,76,65,74,5,10,9,0,7,1,2,10,6,10,2,0,3,Doctor
79,82,85,96,92,4,5,3,2,3,5,1,5,10,5,6,1,5,General Studies
65,52,92,63,97,3,0,9,6,7,1,9,9,7,6,8,1,5,Business Manager
94,76,63,92,70,5,8,2,3,8,10,4,8,8,6,0,1,9,Research Scientist
62,72,55,45,98,5,5,1,1,0,3,10,6,4,0,5,0,7,General Studies
83,63,96,82,83,5,9,3,4,3,3,0,10,7,7,10,0,0,Doctor
78,83,52,99,40,1,0,8,4,5,9,2,6,1,8,1,0,6,General Studies
54,50,64,97,42,6,0,3,1,7,8,0,10,9,6,4,0,3,General Studies
95,56,93,88,42,3,7,4,10,5,9,9,0,8,7,6,0,5,Graphic Designer
88,43,93,81,76,8,5,7,5,5,6,7,0,1,3,6,0,9,Software Engineer
43,86,96,51,58,9,7,1,9,9,6,3,8,4,7,9,1,8,General Studies
68,64,91,88,68,1,7,10,3,3,10,2,8,5,2,6,0,2,General Studies
61,69,93,75,64,4,10,2,0,8,0,7,10,3,0,3,1,7,Doctor
64,48,43,41,72,3,7,5,2,6,10,8,9,7,7,5,1,2,General Studies
52,60,50,50,75,8,9,6,8,10,4,7,2,9,10,10,1,5,General Studies
57,59,71,78,68,3,6,3,9,5,2,5,10,2,5,9,0,1,General Studies
72,58,88,73,97,7,6,0,6,0,2,2,10,10,8,5,1,8,General Studies
55,58,46,65,65,7,9,6,5,1,5,7,7,4,2,6,1,1,General Studies
84,51,85,57,43,5,3,8,0,5,3,4,8,1,7,8,0,4,Business Manager
81,76,97,60,88,5,8,0,8,10,7,4,0,2,8,5,0,5,Doctor
83,81,50,75,53,10,1,0,8,0,3,8,2,7,8,9,1,3,Software Engineer
41,56,67,79,89,7,10,0,0,10,7,0,5,10,6,0,0,6,General Studies
94,76,93,91,66,9,8,9,5,4,3,6,3,4,10,7,0,6,Doctor
74,93,80,85,72,8,9,6,6,0,2,7,7,2,9,1,1,6,Doctor
81,87,62,83,61,4,2,10,1,2,4,10,8,4,2,2,1,10,General Studies
73,78,84,61,87,10,1,8,9,6,4,9,6,8,2,4,1,6,Graphic Designer
69,67,62,92,42,0,3,2,7,4,9,2,10,2,1,5,1,9,General Studies
98,80,89,98,62,0,4,7,7,9,9,7,0,9,0,6,1,10,Research Scientist
94,74,67,69,60,1,1,8,5,0,0,0,1,6,1,3,1,9,General Studies
52,86,82,89,80,9,0,2,8,0,7,7,0,7,4,2,1,8,Software Engineer
52,87,86,82,62,9,9,2,2,7,7,6,8,4,0,8,1,1,Doctor
57,57,96,99,43,4,10,0,1,10,7,3,3,2,9,3,0,4,Doctor
71,53,65,69,60,3,4,1,1,8,9,10,9,10,3,8,0,9,Research Scientist
71,74,64,47,76,0,8,6,5,6,3,6,7,5,10,8,0,8,General Studies
74,83,93,73,82,3,4,2,6,2,8,9,4,2,9,10,0,10,General Studies
98,80,68,96,70,3,10,6,5,5,9,10,4,8,9,2,0,10,General Studies
78,99,58,86,60,9,9,4,10,2,2,6,4,1,0,2,1,1,Software Engineer
85,46,72,48,65,3,8,9,2,9,6,9,10,2,9,10,0,2,Doctor
91,80,75,90,80,0,9,7,4,3,5,0,4,6,7,7,0,6,Doctor
68,52,53,59,97,8,5,4,7,3,8,2,2,9,4,0,1,8,General Studies
88,57,53,79,74,2,2,2,5,2,3,6,5,7,9,5,0,2,General Studies
68,76,74,64,77,3,3,8,1,9,3,10,0,4,3,5,1,9,General Studies
92,52,69,58,63,4,3,6,6,5,5,4,7,4,2,8,0,7,General Studies
83,75,67,44,50,6,0,4,7,4,7,8,3,4,8,1,0,10,General Studies
96,70,56,50,80,5,2,6,3,10,2,6,5,3,5,7,1,7,General Studies
55,41,42,54,68,4,2,10,0,8,10,2,1,8,0,6,0,3,Research Scientist
95,55,55,47,86,7,0,9,1,8,7,0,1,5,7,1,0,10,General Studies
83,48,85,58,94,0,8,8,3,2,7,4,7,7,9,0,0,5,Doctor
86,48,69,62,99,6,10,4,6,8,6,9,0,7,1,3,1,10,General Studies
96,77,91,66,42,5,0,6,1,2,6,4,7,4,8,1,1,7,General Studies
49,50,68,79,40,10,8,10,5,3,4,6,9,8,10,2,1,8,Software Engineer
69,93,84,71,91,4,0,8,1,0,1,0,9,1,6,1,1,1,General Studies
64,95,54,65,93,6,1,0,6,4,1,9,0,7,2,8,1,0,General Studies
78,61,85,66,58,2,1,3,1,8,9,1,8,2,3,3,0,4,Research Scientist
59,72,95,58,85,0,5,0,2,1,7,10,0,6,2,0,0,9,General Studies
44,75,64,89,88,8,6,7,8,3,10,5,3,8,5,7,1,2,Software Engineer
40,84,90,81,61,1,10,2,3,9,5,7,8,10,8,3,1,10,Doctor
69,62,77,68,53,9,0,1,4,1,7,3,0,4,9,9,0,5,General Studies
88,84,81,78,88,2,2,3,8,7,2,2,8,10,8,10,1,10,General Studies
42,84,98,99,96,7,1,10,6,8,0,2,7,7,0,10,0,0,Business Manager
84,73,86,80,98,9,7,2,7,2,5,2,4,3,9,7,1,10,Software Engineer
53,48,92,72,53,8,8,10,10,8,1,1,5,0,5,7,1,3,Doctor
95,63,93,58,83,2,1,4,2,5,8,0,4,0,0,8,0,5,General Studies
69,47,91,76,55,5,1,7,10,5,4,4,3,5,10,9,0,1,General Studies
89,46,97,58,72,6,9,9,10,6,4,9,9,7,3,6,1,10,Doctor
43,75,77,72,52,0,8,7,3,4,9,4,3,9,6,3,1,10,Doctor
57,57,62,86,77,6,3,10,6,5,7,4,9,1,3,1,0,7,General Studies
